Prov_res	Procom_res	Prov_lav	Procom_lav	Pendolari
022	022110	022	022169	1
022	022136	022	022169	1
022	022155	022	022169	2
022	022161	022	022169	2
022	022163	022	022169	5
022	022169	022	022169	105
022	022170	022	022169	5
022	022205	022	022169	5
022	022230	022	022169	7
022	022233	022	022169	1
022	022249	022	022169	4
022	022252	022	022169	5
022	022253	022	022169	12
050	050031	022	022169	1
021	021004	022	022170	1
021	021008	022	022170	1
021	021043	022	022170	3
021	021051	022	022170	1
021	021069	022	022170	2
021	021118	022	022170	2
022	022051	022	022170	25
022	022062	022	022170	11
022	022071	022	022170	4
022	022155	022	022170	25
022	022159	022	022170	4
022	022162	022	022170	5
022	022169	022	022170	5
022	022170	022	022170	76
022	022230	022	022170	9
022	022237	022	022170	12
022	022249	022	022170	7
022	022252	022	022170	60
022	022253	022	022170	21
022	022015	022	022171	15
022	022022	022	022171	127
022	022034	022	022171	10
022	022043	022	022171	29
022	022048	022	022171	18
022	022049	022	022171	24
022	022059	022	022171	7
022	022095	022	022171	27
022	022104	022	022171	10
022	022129	022	022171	15
022	022130	022	022171	32
022	022139	022	022171	17
022	022142	022	022171	7
022	022156	022	022171	41
022	022157	022	022171	13
022	022165	022	022171	29
022	022171	022	022171	142
022	022188	022	022171	68
022	022189	022	022171	30
022	022202	022	022171	11
022	022205	022	022171	15
022	022240	022	022171	171
024	024012	022	022171	2
024	024039	022	022171	1
024	024116	022	022171	1
024	024125	022	022171	2
025	025004	022	022171	3
025	025026	022	022171	3
025	025055	022	022171	1
025	025058	022	022171	1
022	022009	022	022172	11
022	022011	022	022172	6
022	022089	022	022172	6
022	022092	022	022172	1
022	022104	022	022172	5
022	022108	022	022172	9
022	022139	022	022172	7
022	022172	022	022172	105
022	022177	022	022172	7
022	022205	022	022172	10
022	022235	022	022172	11
022	022240	022	022172	1
022	022241	022	022172	15
024	024078	022	022172	1
022	022062	022	022173	1
022	022173	022	022173	31
022	022230	022	022173	21
022	022036	022	022176	5
022	022039	022	022176	5
022	022050	022	022176	4
022	022113	022	022176	6
022	022118	022	022176	29
022	022134	022	022176	1
022	022147	022	022176	10
022	022167	022	022176	1
022	022176	022	022176	104
022	022196	022	022176	4
022	022205	022	022176	2
022	022226	022	022176	5
022	022235	022	022176	1
022	022245	022	022176	2
022	022250	022	022176	32
022	022254	022	022176	3
025	025001	022	022176	1
025	025006	022	022176	1
025	025019	022	022176	3
025	025021	022	022176	1
025	025023	022	022176	1
025	025026	022	022176	1
025	025027	022	022176	2
025	025048	022	022176	1
025	025062	022	022176	1
022	022009	022	022177	4
022	022011	022	022177	1
022	022139	022	022177	6
022	022156	022	022177	2
022	022172	022	022177	4
022	022177	022	022177	58
022	022205	022	022177	4
017	017078	022	022179	2
022	022017	022	022179	7
022	022018	022	022179	9
022	022021	022	022179	1
022	022029	022	022179	21
022	022042	022	022179	13
022	022045	022	022179	1
022	022079	022	022179	1
022	022083	022	022179	1
022	022093	022	022179	8
022	022112	022	022179	4
022	022138	022	022179	12
022	022143	022	022179	8
022	022179	022	022179	135
022	022183	022	022179	3
022	022184	022	022179	11
022	022191	022	022179	1
022	022199	022	022179	33
022	022205	022	022179	1
022	022228	022	022179	4
022	022231	022	022179	1
022	022232	022	022179	1
022	022234	022	022179	7
022	022238	022	022179	2
022	022239	022	022179	5
022	022244	022	022179	37
022	022246	022	022179	34
022	022247	022	022179	7
022	022248	022	022179	2
022	022037	022	022180	4
022	022052	022	022180	6
022	022061	022	022180	1
022	022062	022	022180	2
022	022074	022	022180	4
022	022081	022	022180	5
022	022092	022	022180	2
022	022103	022	022180	5
022	022104	022	022180	4
022	022116	022	022180	5
022	022117	022	022180	20
022	022120	022	022180	2
022	022139	022	022180	4
022	022153	022	022180	1
022	022160	022	022180	4
022	022167	022	022180	6
022	022180	022	022180	116
022	022181	022	022180	8
022	022205	022	022180	8
022	022230	022	022180	9
022	022242	022	022180	1
022	022249	022	022180	4
016	016232	022	022181	1
021	021022	022	022181	1
022	022002	022	022181	1
022	022037	022	022181	12
022	022062	022	022181	8
022	022081	022	022181	6
022	022116	022	022181	6
022	022117	022	022181	5
022	022139	022	022181	8
022	022167	022	022181	4
022	022180	022	022181	8
022	022181	022	022181	73
022	022195	022	022181	1
022	022200	022	022181	7
022	022205	022	022181	6
022	022230	022	022181	13
022	022231	022	022181	3
022	022242	022	022181	8
022	022249	022	022181	6
022	022252	022	022181	3
026	026003	022	022181	1
022	022006	022	022182	4
022	022017	022	022182	23
022	022079	022	022182	1
022	022083	022	022182	9
022	022103	022	022182	3
022	022153	022	022182	5
022	022182	022	022182	104
022	022184	022	022182	1
022	022191	022	022182	2
022	022199	022	022182	10
022	022205	022	022182	14
022	022228	022	022182	57
022	022231	022	022182	26
022	022234	022	022182	1
022	022238	022	022182	1
022	022239	022	022182	1
022	022243	022	022182	6
022	022244	022	022182	2
022	022246	022	022182	4
022	022247	022	022182	4
017	017003	022	022183	2
017	017005	022	022183	6
017	017010	022	022183	201
017	017012	022	022183	2
017	017019	022	022183	2
017	017029	022	022183	5
017	017033	022	022183	1
017	017044	022	022183	1
017	017072	022	022183	1
017	017077	022	022183	4
017	017082	022	022183	17
017	017087	022	022183	1
017	017090	022	022183	3
017	017102	022	022183	1
017	017104	022	022183	1
017	017113	022	022183	3
017	017116	022	022183	1
017	017139	022	022183	1
017	017145	022	022183	1
017	017157	022	022183	5
017	017158	022	022183	3
017	017159	022	022183	1
017	017168	022	022183	7
017	017170	022	022183	3
017	017189	022	022183	1
017	017191	022	022183	3
017	017193	022	022183	1
017	017194	022	022183	1
017	017197	022	022183	6
017	017201	022	022183	1
017	017204	022	022183	5
020	020028	022	022183	1
021	021076	022	022183	2
022	022001	022	022183	1
022	022005	022	022183	6
022	022006	022	022183	9
022	022017	022	022183	4
022	022021	022	022183	59
022	022029	022	022183	1
022	022045	022	022183	8
022	022062	022	022183	1
022	022079	022	022183	1
022	022083	022	022183	7
022	022093	022	022183	1
022	022098	022	022183	1
022	022123	022	022183	3
022	022139	022	022183	1
022	022143	022	022183	13
022	022153	022	022183	6
022	022161	022	022183	8
022	022179	022	022183	7
022	022182	022	022183	6
022	022183	022	022183	810
022	022199	022	022183	21
022	022205	022	022183	20
022	022224	022	022183	1
022	022228	022	022183	11
022	022229	022	022183	26
022	022231	022	022183	8
022	022232	022	022183	28
022	022234	022	022183	53
022	022238	022	022183	107
022	022239	022	022183	1
022	022244	022	022183	11
022	022246	022	022183	53
022	022247	022	022183	9
022	022248	022	022183	1
024	024113	022	022183	1
022	022017	022	022184	2
022	022018	022	022184	7
022	022029	022	022184	8
022	022042	022	022184	4
022	022083	022	022184	1
022	022093	022	022184	8
022	022112	022	022184	5
022	022138	022	022184	5
022	022143	022	022184	22
022	022179	022	022184	13
022	022182	022	022184	4
022	022183	022	022184	1
022	022184	022	022184	43
022	022199	022	022184	5
022	022228	022	022184	7
022	022229	022	022184	1
022	022232	022	022184	3
022	022234	022	022184	1
022	022239	022	022184	2
022	022244	022	022184	5
022	022246	022	022184	7
022	022247	022	022184	2
022	022011	022	022188	1
022	022015	022	022188	3
022	022022	022	022188	36
022	022034	022	022188	3
022	022043	022	022188	16
022	022048	022	022188	2
022	022049	022	022188	7
022	022095	022	022188	5
022	022104	022	022188	4
022	022129	022	022188	2
022	022130	022	022188	5
022	022139	022	022188	2
022	022142	022	022188	2
022	022156	022	022188	8
022	022157	022	022188	6
022	022161	022	022188	1
022	022165	022	022188	2
022	022171	022	022188	7
022	022188	022	022188	131
022	022189	022	022188	7
022	022202	022	022188	9
022	022205	022	022188	2
022	022236	022	022188	3
022	022240	022	022188	13
022	022245	022	022188	3
026	026004	022	022188	1
022	022022	022	022189	7
022	022049	022	022189	16
022	022142	022	022189	4
022	022156	022	022189	8
022	022188	022	022189	32
022	022189	022	022189	20
022	022202	022	022189	19
022	022240	022	022189	5
022	022009	022	022190	3
022	022022	022	022190	5
022	022032	022	022190	6
022	022034	022	022190	5
022	022104	022	022190	5
022	022129	022	022190	4
022	022139	022	022190	12
022	022168	022	022190	2
022	022190	022	022190	52
022	022205	022	022190	17
022	022236	022	022190	2
015	015146	022	022191	1
017	017029	022	022191	1
017	017161	022	022191	1
017	017189	022	022191	1
021	021008	022	022191	1
022	022006	022	022191	34
022	022053	022	022191	1
022	022079	022	022191	6
022	022123	022	022191	2
022	022124	022	022191	7
022	022153	022	022191	55
022	022182	022	022191	1
022	022183	022	022191	5
022	022191	022	022191	120
022	022205	022	022191	1
022	022228	022	022191	1
022	022229	022	022191	4
022	022248	022	022191	1
023	023091	022	022191	1
022	022087	022	022193	3
022	022161	022	022193	8
022	022193	022	022193	36
022	022222	022	022193	1
017	017148	022	022195	1
022	022033	022	022195	4
022	022054	022	022195	17
022	022062	022	022195	5
022	022064	022	022195	5
022	022068	022	022195	4
022	022110	022	022195	10
022	022114	022	022195	4
022	022136	022	022195	2
022	022150	022	022195	7
022	022195	022	022195	46
022	022205	022	022195	4
022	022213	022	022195	1
022	022233	022	022195	10
021	021008	022	022196	1
021	021013	022	022196	1
021	021040	022	022196	2
021	021053	022	022196	1
021	021059	022	022196	3
021	021061	022	022196	2
021	021089	022	022196	2
021	021102	022	022196	5
022	022009	022	022196	6
022	022011	022	022196	4
022	022040	022	022196	14
022	022047	022	022196	77
022	022050	022	022196	141
022	022079	022	022196	1
022	022104	022	022196	1
022	022118	022	022196	13
022	022134	022	022196	56
022	022139	022	022196	1
022	022147	022	022196	71
022	022168	022	022196	1
022	022172	022	022196	5
022	022177	022	022196	15
022	022196	022	022196	450
022	022205	022	022196	8
022	022209	022	022196	20
022	022226	022	022196	71
022	022235	022	022196	12
022	022241	022	022196	5
022	022245	022	022196	1
022	022250	022	022196	5
022	022254	022	022196	117
024	024039	022	022196	3
025	025019	022	022196	1
015	015146	022	022199	1
017	017010	022	022199	18
017	017029	022	022199	1
017	017142	022	022199	1
017	017179	022	022199	2
018	018093	022	022199	1
021	021008	022	022199	2
022	022003	022	022199	1
022	022006	022	022199	18
022	022007	022	022199	6
022	022009	022	022199	4
022	022017	022	022199	65
022	022018	022	022199	11
022	022021	022	022199	16
022	022022	022	022199	4
022	022025	022	022199	1
022	022029	022	022199	15
022	022035	022	022199	1
022	022040	022	022199	4
022	022042	022	022199	18
022	022045	022	022199	8
022	022047	022	022199	5
022	022050	022	022199	3
022	022053	022	022199	10
022	022079	022	022199	12
022	022083	022	022199	34
022	022092	022	022199	2
022	022093	022	022199	14
022	022104	022	022199	3
022	022112	022	022199	4
022	022116	022	022199	3
022	022117	022	022199	5
022	022120	022	022199	1
022	022123	022	022199	4
022	022124	022	022199	2
022	022128	022	022199	4
022	022130	022	022199	1
022	022135	022	022199	1
022	022138	022	022199	21
022	022139	022	022199	7
022	022143	022	022199	51
022	022144	022	022199	1
022	022153	022	022199	34
022	022161	022	022199	23
022	022167	022	022199	6
022	022172	022	022199	1
022	022179	022	022199	43
022	022182	022	022199	55
022	022183	022	022199	109
022	022184	022	022199	30
022	022191	022	022199	5
022	022196	022	022199	1
022	022199	022	022199	787
022	022205	022	022199	103
022	022210	022	022199	2
022	022228	022	022199	111
022	022229	022	022199	28
022	022231	022	022199	43
022	022232	022	022199	92
022	022234	022	022199	68
022	022235	022	022199	2
022	022236	022	022199	4
022	022238	022	022199	58
022	022239	022	022199	97
022	022240	022	022199	6
022	022243	022	022199	8
022	022244	022	022199	153
022	022246	022	022199	292
022	022247	022	022199	159
022	022248	022	022199	7
022	022249	022	022199	1
022	022251	022	022199	1
024	024125	022	022199	1
024	024127	022	022199	1
038	038006	022	022199	1
108	108021	022	022199	1
022	022032	022	022200	1
022	022037	022	022200	7
022	022052	022	022200	1
022	022062	022	022200	3
022	022074	022	022200	9
022	022116	022	022200	6
022	022117	022	022200	10
022	022120	022	022200	1
022	022123	022	022200	1
022	022139	022	022200	4
022	022161	022	022200	2
022	022163	022	022200	2
022	022180	022	022200	3
022	022181	022	022200	4
022	022200	022	022200	128
022	022205	022	022200	14
022	022222	022	022200	3
022	022230	022	022200	16
022	022242	022	022200	4
022	022249	022	022200	4
022	022251	022	022200	5
022	022252	022	022200	1
023	023031	022	022200	1
023	023050	022	022200	1
022	022015	022	022202	1
022	022022	022	022202	6
022	022034	022	022202	3
022	022043	022	022202	5
022	022048	022	022202	4
022	022049	022	022202	4
022	022104	022	022202	1
022	022139	022	022202	1
022	022142	022	022202	2
022	022156	022	022202	13
022	022157	022	022202	8
022	022171	022	022202	6
022	022188	022	022202	4
022	022189	022	022202	13
022	022202	022	022202	44
022	022240	022	022202	5
022	022098	022	022203	5
022	022123	022	022203	5
022	022139	022	022203	1
022	022144	022	022203	1
022	022161	022	022203	24
022	022203	022	022203	63
022	022205	022	022203	5
022	022210	022	022203	6
022	022222	022	022203	5
022	022224	022	022203	6
023	023013	022	022203	1
023	023030	022	022203	1
023	023097	022	022203	1
024	024095	022	022203	1
024	024096	022	022203	1
024	024100	022	022203	2
001	001265	022	022205	1
001	001272	022	022205	10
004	004089	022	022205	1
005	005058	022	022205	1
009	009018	022	022205	1
009	009056	022	022205	3
010	010025	022	022205	2
011	011011	022	022205	1
011	011015	022	022205	1
012	012075	022	022205	1
013	013075	022	022205	1
015	015032	022	022205	1
015	015146	022	022205	15
015	015158	022	022205	1
016	016006	022	022205	1
016	016024	022	022205	2
016	016157	022	022205	1
016	016183	022	022205	1
016	016219	022	022205	1
017	017002	022	022205	1
017	017005	022	022205	1
017	017008	022	022205	1
017	017010	022	022205	11
017	017013	022	022205	1
017	017014	022	022205	3
017	017021	022	022205	1
017	017023	022	022205	1
017	017025	022	022205	1
017	017029	022	022205	21
017	017032	022	022205	5
017	017033	022	022205	2
017	017039	022	022205	2
017	017041	022	022205	1
017	017043	022	022205	1
017	017046	022	022205	1
017	017048	022	022205	1
017	017052	022	022205	1
017	017060	022	022205	1
017	017061	022	022205	2
017	017067	022	022205	8
017	017068	022	022205	1
017	017076	022	022205	3
017	017077	022	022205	1
017	017081	022	022205	1
017	017082	022	022205	1
017	017089	022	022205	6
017	017092	022	022205	3
017	017102	022	022205	3
017	017107	022	022205	1
017	017113	022	022205	4
017	017116	022	022205	1
017	017117	022	022205	1
017	017118	022	022205	1
017	017120	022	022205	1
017	017125	022	022205	2
017	017127	022	022205	1
017	017130	022	022205	1
017	017147	022	022205	1
017	017148	022	022205	1
017	017149	022	022205	2
017	017150	022	022205	1
017	017155	022	022205	3
017	017158	022	022205	1
017	017161	022	022205	2
017	017162	022	022205	1
017	017164	022	022205	3
017	017165	022	022205	1
017	017166	022	022205	4
017	017168	022	022205	2
017	017170	022	022205	6
017	017171	022	022205	3
017	017179	022	022205	4
017	017181	022	022205	1
017	017185	022	022205	1
017	017186	022	022205	1
017	017187	022	022205	3
017	017189	022	022205	4
017	017190	022	022205	1
017	017191	022	022205	1
017	017192	022	022205	1
017	017193	022	022205	2
017	017199	022	022205	1
017	017201	022	022205	1
017	017204	022	022205	4
018	018004	022	022205	1
018	018024	022	022205	1
018	018031	022	022205	1
018	018110	022	022205	9
019	019036	022	022205	1
019	019102	022	022205	1
020	020017	022	022205	4
020	020021	022	022205	2
020	020026	022	022205	1
020	020028	022	022205	1
020	020030	022	022205	2
020	020036	022	022205	1
020	020038	022	022205	1
020	020044	022	022205	1
020	020045	022	022205	2
020	020050	022	022205	1
020	020052	022	022205	1
020	020053	022	022205	1
020	020057	022	022205	2
020	020059	022	022205	1
020	020061	022	022205	1
020	020071	022	022205	1
021	021001	022	022205	1
021	021003	022	022205	1
021	021004	022	022205	19
021	021008	022	022205	187
021	021010	022	022205	1
021	021011	022	022205	4
021	021012	022	022205	7
021	021013	022	022205	1
021	021015	022	022205	6
021	021016	022	022205	1
021	021019	022	022205	3
021	021022	022	022205	1
021	021023	022	022205	1
021	021024	022	022205	1
021	021025	022	022205	1
021	021029	022	022205	22
021	021031	022	022205	1
021	021032	022	022205	1
021	021035	022	022205	1
021	021038	022	022205	3
021	021040	022	022205	38
021	021041	022	022205	1
021	021043	022	022205	2
021	021045	022	022205	6
021	021048	022	022205	1
021	021050	022	022205	1
021	021051	022	022205	29
021	021053	022	022205	3
021	021058	022	022205	2
021	021059	022	022205	1
021	021060	022	022205	10
021	021066	022	022205	1
021	021072	022	022205	4
021	021076	022	022205	43
021	021079	022	022205	1
021	021081	022	022205	1
021	021085	022	022205	2
021	021086	022	022205	1
021	021087	022	022205	1
021	021096	022	022205	1
021	021097	022	022205	4
021	021098	022	022205	1
021	021099	022	022205	1
021	021101	022	022205	1
021	021105	022	022205	2
021	021107	022	022205	1
021	021111	022	022205	1
021	021112	022	022205	1
021	021115	022	022205	2
021	021116	022	022205	1
021	021118	022	022205	1
022	022001	022	022205	484
022	022002	022	022205	182
022	022003	022	022205	811
022	022005	022	022205	49
022	022006	022	022205	579
022	022007	022	022205	194
022	022009	022	022205	741
022	022011	022	022205	202
022	022013	022	022205	538
022	022015	022	022205	19
022	022017	022	022205	68
022	022018	022	022205	7
022	022021	022	022205	10
022	022022	022	022205	529
022	022025	022	022205	207
022	022026	022	022205	12
022	022029	022	022205	20
022	022032	022	022205	222
022	022033	022	022205	41
022	022034	022	022205	668
022	022035	022	022205	402
022	022036	022	022205	15
022	022037	022	022205	117
022	022038	022	022205	38
022	022039	022	022205	26
022	022040	022	022205	34
022	022042	022	022205	18
022	022043	022	022205	32
022	022045	022	022205	3
022	022047	022	022205	68
022	022048	022	022205	57
022	022049	022	022205	75
022	022050	022	022205	135
022	022051	022	022205	56
022	022052	022	022205	44
022	022053	022	022205	407
022	022054	022	022205	10
022	022058	022	022205	202
022	022059	022	022205	11
022	022060	022	022205	13
022	022061	022	022205	962
022	022062	022	022205	383
022	022064	022	022205	28
022	022068	022	022205	30
022	022071	022	022205	28
022	022074	022	022205	96
022	022078	022	022205	37
022	022079	022	022205	317
022	022081	022	022205	60
022	022083	022	022205	52
022	022085	022	022205	67
022	022087	022	022205	208
022	022089	022	022205	201
022	022090	022	022205	36
022	022091	022	022205	90
022	022092	022	022205	419
022	022093	022	022205	21
022	022095	022	022205	79
022	022097	022	022205	40
022	022098	022	022205	219
022	022102	022	022205	83
022	022103	022	022205	1797
022	022104	022	022205	919
022	022106	022	022205	39
022	022108	022	022205	104
022	022109	022	022205	15
022	022110	022	022205	78
022	022113	022	022205	11
022	022114	022	022205	17
022	022115	022	022205	45
022	022116	022	022205	591
022	022117	022	022205	690
022	022118	022	022205	60
022	022120	022	022205	50
022	022123	022	022205	702
022	022124	022	022205	81
022	022127	022	022205	163
022	022128	022	022205	143
022	022129	022	022205	115
022	022130	022	022205	57
022	022131	022	022205	49
022	022133	022	022205	22
022	022134	022	022205	20
022	022135	022	022205	66
022	022136	022	022205	66
022	022137	022	022205	15
022	022138	022	022205	12
022	022139	022	022205	3461
022	022142	022	022205	41
022	022143	022	022205	51
022	022144	022	022205	242
022	022147	022	022205	125
022	022150	022	022205	66
022	022153	022	022205	592
022	022155	022	022205	71
022	022156	022	022205	283
022	022157	022	022205	38
022	022159	022	022205	8
022	022160	022	022205	102
022	022161	022	022205	2892
022	022162	022	022205	10
022	022163	022	022205	20
022	022165	022	022205	29
022	022167	022	022205	549
022	022168	022	022205	163
022	022169	022	022205	51
022	022170	022	022205	53
022	022171	022	022205	87
022	022172	022	022205	229
022	022173	022	022205	17
022	022176	022	022205	9
022	022177	022	022205	68
022	022179	022	022205	29
022	022180	022	022205	98
022	022181	022	022205	51
022	022182	022	022205	70
022	022183	022	022205	106
022	022184	022	022205	14
022	022188	022	022205	130
022	022189	022	022205	47
022	022190	022	022205	180
022	022191	022	022205	78
022	022193	022	022205	40
022	022195	022	022205	30
022	022196	022	022205	68
022	022199	022	022205	143
022	022200	022	022205	122
022	022202	022	022205	52
022	022203	022	022205	108
022	022205	022	022205	37573
022	022209	022	022205	17
022	022210	022	022205	94
022	022213	022	022205	51
022	022216	022	022205	28
022	022222	022	022205	356
022	022224	022	022205	376
022	022226	022	022205	52
022	022228	022	022205	137
022	022229	022	022205	156
022	022230	022	022205	434
022	022231	022	022205	72
022	022232	022	022205	44
022	022233	022	022205	56
022	022234	022	022205	55
022	022235	022	022205	192
022	022236	022	022205	1236
022	022237	022	022205	25
022	022238	022	022205	55
022	022239	022	022205	34
022	022240	022	022205	208
022	022241	022	022205	292
022	022242	022	022205	105
022	022243	022	022205	468
022	022244	022	022205	91
022	022245	022	022205	139
022	022246	022	022205	116
022	022247	022	022205	64
022	022248	022	022205	1239
022	022249	022	022205	292
022	022250	022	022205	71
022	022251	022	022205	560
022	022252	022	022205	82
022	022253	022	022205	235
022	022254	022	022205	85
023	023001	022	022205	3
023	023004	022	022205	1
023	023006	022	022205	6
023	023012	022	022205	1
023	023013	022	022205	3
023	023014	022	022205	1
023	023015	022	022205	13
023	023016	022	022205	2
023	023017	022	022205	1
023	023018	022	022205	7
023	023021	022	022205	2
023	023022	022	022205	4
023	023023	022	022205	8
023	023025	022	022205	2
023	023026	022	022205	1
023	023028	022	022205	1
023	023030	022	022205	2
023	023031	022	022205	7
023	023032	022	022205	1
023	023033	022	022205	1
023	023035	022	022205	3
023	023036	022	022205	3
023	023037	022	022205	1
023	023038	022	022205	2
023	023040	022	022205	2
023	023041	022	022205	1
023	023042	022	022205	3
023	023043	022	022205	5
023	023044	022	022205	3
023	023045	022	022205	9
023	023046	022	022205	1
023	023047	022	022205	1
023	023048	022	022205	1
023	023049	022	022205	1
023	023051	022	022205	2
023	023052	022	022205	8
023	023053	022	022205	1
023	023055	022	022205	1
023	023057	022	022205	2
023	023058	022	022205	12
023	023059	022	022205	8
023	023060	022	022205	1
023	023062	022	022205	3
023	023069	022	022205	3
023	023071	022	022205	3
023	023072	022	022205	1
023	023073	022	022205	4
023	023075	022	022205	1
023	023076	022	022205	9
023	023077	022	022205	10
023	023079	022	022205	2
023	023082	022	022205	11
023	023083	022	022205	13
023	023086	022	022205	5
023	023087	022	022205	2
023	023088	022	022205	1
023	023089	022	022205	7
023	023091	022	022205	116
023	023094	022	022205	4
023	023095	022	022205	1
023	023096	022	022205	7
023	023097	022	022205	2
023	023098	022	022205	1
024	024006	022	022205	1
024	024007	022	022205	2
024	024008	022	022205	1
024	024009	022	022205	4
024	024012	022	022205	17
024	024014	022	022205	2
024	024024	022	022205	1
024	024025	022	022205	1
024	024026	022	022205	2
024	024030	022	022205	1
024	024034	022	022205	2
024	024035	022	022205	1
024	024036	022	022205	1
024	024038	022	022205	1
024	024039	022	022205	3
024	024042	022	022205	1
024	024048	022	022205	1
024	024050	022	022205	1
024	024052	022	022205	1
024	024055	022	022205	3
024	024056	022	022205	2
024	024057	022	022205	1
024	024060	022	022205	1
024	024061	022	022205	2
024	024063	022	022205	1
024	024064	022	022205	1
024	024067	022	022205	1
024	024070	022	022205	1
024	024073	022	022205	1
024	024076	022	022205	1
024	024077	022	022205	1
024	024078	022	022205	2
024	024081	022	022205	2
024	024084	022	022205	2
024	024085	022	022205	1
024	024086	022	022205	8
024	024087	022	022205	3
024	024088	022	022205	1
024	024089	022	022205	1
024	024091	022	022205	1
024	024095	022	022205	2
024	024096	022	022205	1
024	024097	022	022205	2
024	024099	022	022205	1
024	024100	022	022205	10
024	024101	022	022205	1
024	024103	022	022205	1
024	024104	022	022205	2
024	024105	022	022205	4
024	024107	022	022205	1
024	024110	022	022205	1
024	024111	022	022205	2
024	024112	022	022205	1
024	024113	022	022205	2
024	024115	022	022205	1
024	024116	022	022205	7
024	024119	022	022205	1
024	024121	022	022205	1
024	024122	022	022205	1
024	024125	022	022205	8
024	024127	022	022205	1
025	025002	022	022205	5
025	025004	022	022205	5
025	025006	022	022205	14
025	025011	022	022205	4
025	025019	022	022205	2
025	025021	022	022205	23
025	025022	022	022205	3
025	025026	022	022205	9
025	025027	022	022205	2
025	025029	022	022205	1
025	025030	022	022205	1
025	025036	022	022205	2
025	025037	022	022205	1
025	025039	022	022205	1
025	025040	022	022205	3
025	025047	022	022205	1
025	025048	022	022205	5
025	025050	022	022205	1
025	025053	022	022205	5
025	025054	022	022205	1
025	025055	022	022205	2
025	025058	022	022205	5
025	025072	022	022205	2
025	025073	022	022205	1
025	025074	022	022205	7
026	026004	022	022205	2
026	026006	022	022205	1
026	026008	022	022205	1
026	026010	022	022205	1
026	026012	022	022205	3
026	026021	022	022205	1
026	026043	022	022205	1
026	026046	022	022205	1
026	026051	022	022205	1
026	026055	022	022205	1
026	026056	022	022205	1
026	026059	022	022205	1
026	026062	022	022205	1
026	026069	022	022205	1
026	026077	022	022205	1
026	026081	022	022205	1
026	026085	022	022205	1
026	026086	022	022205	6
026	026087	022	022205	1
026	026089	022	022205	1
026	026091	022	022205	2
026	026092	022	022205	3
027	027005	022	022205	1
027	027008	022	022205	1
027	027023	022	022205	1
027	027033	022	022205	2
027	027042	022	022205	4
028	028003	022	022205	1
028	028005	022	022205	1
028	028013	022	022205	1
028	028019	022	022205	2
028	028038	022	022205	1
028	028039	022	022205	1
028	028044	022	022205	1
028	028046	022	022205	1
028	028054	022	022205	2
028	028055	022	022205	1
028	028060	022	022205	12
028	028064	022	022205	1
028	028065	022	022205	1
028	028068	022	022205	1
028	028069	022	022205	2
028	028071	022	022205	1
028	028072	022	022205	1
028	028077	022	022205	1
028	028086	022	022205	2
028	028089	022	022205	2
028	028091	022	022205	1
028	028093	022	022205	1
028	028100	022	022205	1
028	028101	022	022205	1
028	028106	022	022205	1
029	029001	022	022205	1
029	029004	022	022205	2
029	029007	022	022205	1
029	029029	022	022205	4
029	029041	022	022205	2
030	030013	022	022205	1
030	030016	022	022205	2
030	030037	022	022205	1
030	030043	022	022205	1
030	030053	022	022205	1
030	030057	022	022205	1
030	030087	022	022205	1
030	030095	022	022205	1
030	030116	022	022205	3
030	030129	022	022205	1
030	030130	022	022205	1
032	032006	022	022205	2
033	033007	022	022205	1
033	033038	022	022205	1
034	034025	022	022205	1
034	034027	022	022205	3
034	034039	022	022205	1
035	035020	022	022205	2
035	035033	022	022205	3
035	035038	022	022205	1
036	036023	022	022205	2
037	037006	022	022205	17
037	037030	022	022205	1
037	037035	022	022205	1
037	037047	022	022205	1
037	037054	022	022205	1
037	037057	022	022205	1
038	038004	022	022205	1
038	038008	022	022205	10
038	038018	022	022205	1
038	038019	022	022205	1
038	038022	022	022205	1
038	038028	022	022205	2
039	039012	022	022205	1
039	039014	022	022205	1
040	040012	022	022205	2
042	042040	022	022205	1
045	045003	022	022205	2
045	045010	022	022205	1
046	046005	022	022205	2
046	046007	022	022205	1
046	046017	022	022205	2
046	046033	022	022205	1
047	047002	022	022205	1
047	047014	022	022205	1
048	048017	022	022205	1
048	048025	022	022205	1
050	050041	022	022205	1
051	051002	022	022205	2
051	051004	022	022205	1
093	093032	022	022205	1
093	093037	022	022205	2
098	098031	022	022205	2
099	099001	022	022205	1
099	099014	022	022205	3
100	100003	022	022205	1
100	100005	022	022205	2
103	103035	022	022205	1
103	103050	022	022205	2
108	108007	022	022205	1
108	108023	022	022205	1
108	108024	022	022205	1
108	108033	022	022205	2
108	108039	022	022205	2
108	108044	022	022205	1
108	108046	022	022205	1
108	108050	022	022205	1
108	108054	022	022205	1
022	022040	022	022209	1
022	022047	022	022209	2
022	022050	022	022209	1
022	022177	022	022209	2
022	022209	022	022209	26
022	022226	022	022209	3
022	022123	022	022210	1
022	022161	022	022210	16
022	022203	022	022210	7
022	022210	022	022210	107
024	024095	022	022210	1
024	024107	022	022210	1
024	024113	022	022210	3
024	024116	022	022210	1
017	017007	022	022213	1
017	017017	022	022213	1
017	017047	022	022213	1
017	017063	022	022213	1
017	017065	022	022213	1
017	017068	022	022213	1
017	017101	022	022213	3
017	017110	022	022213	1
017	017117	022	022213	1
017	017148	022	022213	13
017	017176	022	022213	1
017	017184	022	022213	2
017	017198	022	022213	6
