Prov_res	Procom_res	Prov_lav	Procom_lav	Pendolari
001	001001	001	001001	214
001	001008	001	001001	2
001	001015	001	001001	14
001	001017	001	001001	6
001	001023	001	001001	1
001	001029	001	001001	4
001	001030	001	001001	1
001	001033	001	001001	5
001	001036	001	001001	1
001	001043	001	001001	4
001	001047	001	001001	9
001	001066	001	001001	43
001	001067	001	001001	5
001	001082	001	001001	3
001	001083	001	001001	14
001	001090	001	001001	3
001	001091	001	001001	1
001	001092	001	001001	1
001	001096	001	001001	9
001	001098	001	001001	32
001	001101	001	001001	22
001	001102	001	001001	8
001	001105	001	001001	1
001	001106	001	001001	3
001	001107	001	001001	5
001	001109	001	001001	1
001	001125	001	001001	9
001	001129	001	001001	1
001	001130	001	001001	6
001	001132	001	001001	3
001	001134	001	001001	3
001	001135	001	001001	2
001	001141	001	001001	6
001	001148	001	001001	5
001	001150	001	001001	2
001	001156	001	001001	5
001	001159	001	001001	5
001	001160	001	001001	3
001	001161	001	001001	3
001	001162	001	001001	4
001	001166	001	001001	1
001	001167	001	001001	3
001	001170	001	001001	5
001	001176	001	001001	11
001	001177	001	001001	3
001	001179	001	001001	2
001	001181	001	001001	2
001	001185	001	001001	1
001	001187	001	001001	1
001	001199	001	001001	6
001	001206	001	001001	1
001	001216	001	001001	3
001	001217	001	001001	35
001	001223	001	001001	5
001	001225	001	001001	3
001	001230	001	001001	5
001	001231	001	001001	7
001	001233	001	001001	2
001	001235	001	001001	1
001	001236	001	001001	3
001	001244	001	001001	30
001	001246	001	001001	17
001	001247	001	001001	4
001	001248	001	001001	1
001	001249	001	001001	4
001	001265	001	001001	4
001	001269	001	001001	10
001	001272	001	001001	13
001	001274	001	001001	8
001	001287	001	001001	6
001	001296	001	001001	1
001	001298	001	001001	1
001	001311	001	001001	3
001	001312	001	001001	4
001	001313	001	001001	2
001	001314	001	001001	4
001	001316	001	001001	3
001	001317	001	001001	5
001	001318	001	001001	3
004	004180	001	001001	1
001	001002	001	001002	260
001	001008	001	001002	8
001	001013	001	001002	1
001	001024	001	001002	53
001	001025	001	001002	11
001	001026	001	001002	1
001	001028	001	001002	7
001	001034	001	001002	1
001	001035	001	001002	38
001	001038	001	001002	12
001	001040	001	001002	1
001	001041	001	001002	14
001	001045	001	001002	1
001	001048	001	001002	1
001	001051	001	001002	11
001	001053	001	001002	13
001	001058	001	001002	4
001	001059	001	001002	8
001	001060	001	001002	1
001	001063	001	001002	1
001	001065	001	001002	9
001	001066	001	001002	4
001	001070	001	001002	17
001	001071	001	001002	26
001	001078	001	001002	9
001	001089	001	001002	1
001	001090	001	001002	17
001	001097	001	001002	31
001	001099	001	001002	4
001	001104	001	001002	2
001	001110	001	001002	20
001	001111	001	001002	4
001	001115	001	001002	21
001	001120	001	001002	14
001	001122	001	001002	7
001	001127	001	001002	4
001	001139	001	001002	19
001	001140	001	001002	4
001	001142	001	001002	6
001	001156	001	001002	50
001	001164	001	001002	56
001	001168	001	001002	66
001	001171	001	001002	59
001	001173	001	001002	16
001	001178	001	001002	2
001	001183	001	001002	8
001	001184	001	001002	13
001	001189	001	001002	11
001	001190	001	001002	18
001	001191	001	001002	266
001	001193	001	001002	5
001	001194	001	001002	59
001	001195	001	001002	68
001	001197	001	001002	4
001	001198	001	001002	3
001	001200	001	001002	6
001	001201	001	001002	4
001	001205	001	001002	5
001	001211	001	001002	1
001	001214	001	001002	30
001	001219	001	001002	24
001	001222	001	001002	7
001	001227	001	001002	2
001	001228	001	001002	4
001	001229	001	001002	1
001	001236	001	001002	1
001	001241	001	001002	1
001	001242	001	001002	16
001	001246	001	001002	1
001	001249	001	001002	4
001	001250	001	001002	7
001	001254	001	001002	29
001	001256	001	001002	2
001	001257	001	001002	1
001	001260	001	001002	84
001	001263	001	001002	1
001	001265	001	001002	4
001	001272	001	001002	354
001	001275	001	001002	24
001	001276	001	001002	5
001	001280	001	001002	9
001	001284	001	001002	1
001	001285	001	001002	2
001	001292	001	001002	8
001	001299	001	001002	63
001	001300	001	001002	33
001	001302	001	001002	1
001	001306	001	001002	1
001	001307	001	001002	40
001	001308	001	001002	2
001	001309	001	001002	16
001	001310	001	001002	6
001	001315	001	001002	46
002	002071	001	001002	2
002	002158	001	001002	1
004	004009	001	001002	11
004	004012	001	001002	3
004	004034	001	001002	1
004	004042	001	001002	1
004	004073	001	001002	1
004	004085	001	001002	1
004	004096	001	001002	1
004	004143	001	001002	5
004	004148	001	001002	1
004	004171	001	001002	2
004	004180	001	001002	1
004	004203	001	001002	6
004	004215	001	001002	1
004	004222	001	001002	3
004	004240	001	001002	1
005	005005	001	001002	3
005	005012	001	001002	1
005	005028	001	001002	1
005	005031	001	001002	1
005	005052	001	001002	1
005	005073	001	001002	1
005	005101	001	001002	3
005	005117	001	001002	2
005	005118	001	001002	1
007	007045	001	001002	1
001	001003	001	001003	69
001	001019	001	001003	5
001	001054	001	001003	1
001	001072	001	001003	8
001	001272	001	001003	7
001	001004	001	001004	72
001	001010	001	001004	1
001	001014	001	001004	7
001	001020	001	001004	1
001	001027	001	001004	8
001	001030	001	001004	3
001	001031	001	001004	1
001	001042	001	001004	4
001	001047	001	001004	4
001	001056	001	001004	8
001	001061	001	001004	2
001	001077	001	001004	2
001	001095	001	001004	3
001	001125	001	001004	22
001	001132	001	001004	1
001	001160	001	001004	2
001	001177	001	001004	6
001	001181	001	001004	1
001	001196	001	001004	5
001	001235	001	001004	4
001	001236	001	001004	1
001	001264	001	001004	4
001	001266	001	001004	1
001	001274	001	001004	1
001	001295	001	001004	4
001	001304	001	001004	2
002	002015	001	001004	1
002	002042	001	001004	3
002	002079	001	001004	1
003	003073	001	001004	1
003	003106	001	001004	1
005	005012	001	001004	1
007	007028	001	001004	1
007	007071	001	001004	1
018	018107	001	001004	1
022	022139	001	001004	1
022	022156	001	001004	1
096	096024	001	001004	1
096	096080	001	001004	1
001	001006	001	001006	606
001	001008	001	001006	42
001	001013	001	001006	190
001	001024	001	001006	3
001	001028	001	001006	4
001	001032	001	001006	20
001	001038	001	001006	9
001	001040	001	001006	14
001	001044	001	001006	19
001	001045	001	001006	49
001	001051	001	001006	2
001	001055	001	001006	57
001	001062	001	001006	38
001	001063	001	001006	3
001	001076	001	001006	7
001	001078	001	001006	1
001	001080	001	001006	1
001	001081	001	001006	17
001	001082	001	001006	5
001	001086	001	001006	1
001	001089	001	001006	13
001	001090	001	001006	34
001	001093	001	001006	66
001	001094	001	001006	1
001	001099	001	001006	7
001	001104	001	001006	1
001	001112	001	001006	3
001	001114	001	001006	3
001	001115	001	001006	74
001	001116	001	001006	4
001	001120	001	001006	15
001	001126	001	001006	4
001	001127	001	001006	1
001	001130	001	001006	2
001	001135	001	001006	1
001	001146	001	001006	1
001	001147	001	001006	3
001	001149	001	001006	4
001	001154	001	001006	3
001	001156	001	001006	6
001	001164	001	001006	8
001	001171	001	001006	7
001	001175	001	001006	4
001	001189	001	001006	13
001	001191	001	001006	2
001	001194	001	001006	11
001	001201	001	001006	1
001	001211	001	001006	7
001	001214	001	001006	11
001	001219	001	001006	55
001	001228	001	001006	12
001	001229	001	001006	72
001	001236	001	001006	3
001	001239	001	001006	7
001	001240	001	001006	2
001	001243	001	001006	5
001	001245	001	001006	7
001	001248	001	001006	1
001	001249	001	001006	5
001	001255	001	001006	67
001	001256	001	001006	27
001	001263	001	001006	2
001	001265	001	001006	2
001	001270	001	001006	8
001	001272	001	001006	110
001	001276	001	001006	9
001	001280	001	001006	5
001	001282	001	001006	1
001	001283	001	001006	14
001	001284	001	001006	13
001	001285	001	001006	7
001	001291	001	001006	5
001	001292	001	001006	4
001	001303	001	001006	142
001	001305	001	001006	29
001	001309	001	001006	8
001	001314	001	001006	1
001	001315	001	001006	2
004	004003	001	001006	1
004	004019	001	001006	1
004	004059	001	001006	4
004	004101	001	001006	1
004	004133	001	001006	1
004	004180	001	001006	1
004	004209	001	001006	2
005	005005	001	001006	1
007	007045	001	001006	1
001	001007	001	001007	10
001	001002	001	001008	3
001	001006	001	001008	63
001	001008	001	001008	1070
001	001013	001	001008	80
001	001016	001	001008	1
001	001022	001	001008	2
001	001024	001	001008	15
001	001028	001	001008	13
001	001032	001	001008	8
001	001033	001	001008	1
001	001034	001	001008	5
001	001038	001	001008	28
001	001040	001	001008	4
001	001044	001	001008	8
001	001045	001	001008	44
001	001046	001	001008	1
001	001048	001	001008	3
001	001051	001	001008	4
001	001055	001	001008	8
001	001059	001	001008	4
001	001062	001	001008	93
001	001063	001	001008	10
001	001065	001	001008	2
001	001066	001	001008	6
001	001068	001	001008	5
001	001074	001	001008	1
001	001076	001	001008	2
001	001078	001	001008	7
001	001080	001	001008	4
001	001081	001	001008	6
001	001082	001	001008	7
001	001086	001	001008	10
001	001089	001	001008	13
001	001090	001	001008	205
001	001093	001	001008	11
001	001094	001	001008	3
001	001097	001	001008	5
001	001099	001	001008	47
001	001101	001	001008	1
001	001102	001	001008	2
001	001104	001	001008	1
001	001106	001	001008	1
001	001110	001	001008	1
001	001114	001	001008	1
001	001115	001	001008	41
001	001116	001	001008	65
001	001120	001	001008	106
001	001126	001	001008	27
001	001127	001	001008	7
001	001130	001	001008	11
001	001135	001	001008	1
001	001139	001	001008	2
001	001142	001	001008	2
001	001146	001	001008	2
001	001147	001	001008	3
001	001156	001	001008	29
001	001164	001	001008	25
001	001166	001	001008	2
001	001168	001	001008	3
001	001171	001	001008	43
001	001175	001	001008	1
001	001189	001	001008	245
001	001191	001	001008	8
001	001193	001	001008	4
001	001194	001	001008	15
001	001196	001	001008	3
001	001197	001	001008	4
001	001203	001	001008	1
001	001211	001	001008	5
001	001214	001	001008	41
001	001215	001	001008	1
001	001217	001	001008	4
001	001219	001	001008	317
001	001220	001	001008	3
001	001225	001	001008	1
001	001228	001	001008	26
001	001229	001	001008	16
001	001236	001	001008	2
001	001237	001	001008	2
001	001240	001	001008	5
001	001241	001	001008	7
001	001243	001	001008	47
001	001245	001	001008	4
001	001248	001	001008	5
001	001249	001	001008	8
001	001255	001	001008	22
001	001256	001	001008	13
001	001257	001	001008	5
001	001259	001	001008	1
001	001262	001	001008	1
001	001263	001	001008	1
001	001265	001	001008	25
001	001270	001	001008	5
001	001272	001	001008	624
001	001273	001	001008	1
001	001276	001	001008	18
001	001280	001	001008	5
001	001283	001	001008	6
001	001284	001	001008	118
001	001285	001	001008	10
001	001286	001	001008	2
001	001287	001	001008	1
001	001289	001	001008	1
001	001291	001	001008	2
001	001292	001	001008	48
001	001293	001	001008	1
001	001300	001	001008	2
001	001301	001	001008	2
001	001302	001	001008	9
001	001303	001	001008	16
001	001305	001	001008	9
001	001309	001	001008	9
001	001314	001	001008	4
001	001315	001	001008	7
001	001316	001	001008	8
002	002007	001	001008	1
003	003068	001	001008	1
004	004003	001	001008	2
004	004009	001	001008	2
004	004012	001	001008	1
004	004059	001	001008	2
004	004075	001	001008	1
004	004115	001	001008	1
004	004166	001	001008	1
004	004203	001	001008	1
004	004215	001	001008	2
005	005005	001	001008	1
005	005006	001	001008	1
005	005022	001	001008	1
005	005080	001	001008	1
005	005097	001	001008	1
005	005101	001	001008	1
005	005112	001	001008	1
005	005115	001	001008	1
005	005118	001	001008	1
005	005121	001	001008	2
006	006177	001	001008	1
035	035020	001	001008	1
096	096012	001	001008	1
096	096071	001	001008	1
108	108001	001	001008	1
001	001009	001	001009	186
001	001012	001	001009	41
001	001018	001	001009	32
001	001028	001	001009	1
001	001048	001	001009	25
001	001058	001	001009	5
001	001059	001	001009	7
001	001068	001	001009	7
001	001078	001	001009	418
001	001082	001	001009	1
001	001097	001	001009	1
001	001112	001	001009	16
001	001120	001	001009	4
001	001123	001	001009	1
001	001136	001	001009	1
001	001144	001	001009	50
001	001153	001	001009	6
001	001156	001	001009	7
001	001158	001	001009	15
001	001163	001	001009	23
001	001164	001	001009	8
001	001168	001	001009	1
001	001171	001	001009	1
001	001180	001	001009	32
001	001183	001	001009	5
001	001192	001	001009	25
001	001197	001	001009	35
001	001214	001	001009	4
001	001215	001	001009	53
001	001249	001	001009	6
001	001257	001	001009	28
001	001262	001	001009	15
001	001265	001	001009	5
001	001272	001	001009	64
001	001280	001	001009	7
001	001308	001	001009	5
002	002090	001	001009	1
004	004003	001	001009	3
004	004029	001	001009	1
004	004037	001	001009	1
004	004116	001	001009	1
004	004120	001	001009	1
004	004179	001	001009	1
005	005002	001	001009	6
005	005004	001	001009	1
005	005005	001	001009	5
005	005009	001	001009	2
005	005012	001	001009	24
005	005018	001	001009	1
005	005019	001	001009	3
005	005026	001	001009	1
005	005031	001	001009	35
005	005035	001	001009	3
005	005047	001	001009	2
005	005051	001	001009	1
005	005052	001	001009	3
005	005062	001	001009	1
005	005067	001	001009	2
005	005070	001	001009	23
005	005073	001	001009	2
005	005084	001	001009	1
005	005085	001	001009	4
005	005086	001	001009	1
005	005087	001	001009	1
005	005091	001	001009	1
005	005097	001	001009	3
005	005099	001	001009	1
005	005101	001	001009	1
005	005110	001	001009	1
005	005112	001	001009	6
005	005114	001	001009	1
005	005117	001	001009	2
005	005118	001	001009	15
006	006039	001	001009	1
015	015146	001	001009	1
001	001010	001	001010	24
001	001059	001	001010	2
001	001077	001	001010	1
001	001125	001	001010	3
001	001167	001	001010	4
001	001266	001	001010	1
006	006039	001	001010	1
096	096018	001	001010	1
096	096024	001	001010	2
096	096039	001	001010	1
001	001011	001	001011	48
001	001025	001	001011	2
001	001035	001	001011	3
001	001139	001	001011	4
001	001140	001	001011	1
001	001275	001	001011	10
004	004203	001	001011	1
001	001009	001	001012	13
001	001012	001	001012	83
001	001018	001	001012	4
001	001048	001	001012	7
001	001078	001	001012	48
001	001144	001	001012	5
001	001153	001	001012	8
001	001156	001	001012	2
001	001163	001	001012	4
001	001192	001	001012	6
001	001194	001	001012	1
001	001197	001	001012	5
001	001215	001	001012	11
001	001257	001	001012	7
001	001272	001	001012	17
004	004101	001	001012	1
005	005005	001	001012	1
005	005007	001	001012	1
005	005012	001	001012	8
005	005019	001	001012	3
005	005031	001	001012	17
005	005042	001	001012	1
005	005062	001	001012	1
005	005070	001	001012	5
005	005073	001	001012	1
005	005082	001	001012	1
005	005097	001	001012	3
005	005101	001	001012	2
005	005117	001	001012	1
005	005118	001	001012	2
005	005121	001	001012	1
007	007052	001	001012	2
001	001002	001	001013	6
001	001006	001	001013	201
001	001008	001	001013	139
001	001013	001	001013	1130
001	001022	001	001013	2
001	001024	001	001013	32
001	001028	001	001013	7
001	001032	001	001013	60
001	001033	001	001013	1
001	001034	001	001013	7
001	001038	001	001013	53
001	001040	001	001013	20
001	001044	001	001013	99
001	001045	001	001013	239
001	001048	001	001013	1
001	001051	001	001013	13
001	001053	001	001013	1
001	001055	001	001013	71
001	001058	001	001013	12
001	001059	001	001013	6
001	001062	001	001013	37
001	001063	001	001013	11
001	001068	001	001013	2
001	001070	001	001013	5
001	001076	001	001013	14
001	001078	001	001013	7
001	001080	001	001013	1
001	001081	001	001013	71
001	001082	001	001013	12
001	001086	001	001013	7
001	001089	001	001013	70
001	001090	001	001013	120
001	001093	001	001013	123
001	001097	001	001013	14
001	001099	001	001013	19
001	001100	001	001013	2
001	001104	001	001013	2
001	001110	001	001013	1
001	001112	001	001013	5
001	001114	001	001013	1
001	001115	001	001013	304
001	001116	001	001013	11
001	001117	001	001013	3
001	001120	001	001013	93
001	001125	001	001013	4
001	001126	001	001013	4
001	001127	001	001013	13
001	001130	001	001013	10
001	001131	001	001013	1
001	001139	001	001013	1
001	001147	001	001013	17
001	001148	001	001013	1
001	001152	001	001013	1
001	001154	001	001013	5
001	001156	001	001013	40
001	001162	001	001013	1
001	001164	001	001013	51
001	001166	001	001013	4
001	001168	001	001013	8
001	001169	001	001013	6
001	001171	001	001013	42
001	001175	001	001013	6
001	001178	001	001013	1
001	001183	001	001013	5
001	001189	001	001013	53
001	001191	001	001013	16
001	001192	001	001013	4
001	001193	001	001013	6
001	001194	001	001013	67
001	001195	001	001013	1
001	001197	001	001013	1
001	001198	001	001013	1
001	001205	001	001013	1
001	001211	001	001013	25
001	001214	001	001013	54
001	001219	001	001013	261
001	001220	001	001013	1
001	001222	001	001013	1
001	001228	001	001013	98
001	001229	001	001013	76
001	001239	001	001013	5
001	001240	001	001013	5
001	001241	001	001013	24
001	001243	001	001013	19
001	001245	001	001013	16
001	001249	001	001013	7
001	001254	001	001013	4
001	001255	001	001013	261
001	001256	001	001013	155
001	001257	001	001013	3
001	001259	001	001013	2
001	001265	001	001013	24
001	001270	001	001013	38
001	001272	001	001013	707
001	001275	001	001013	3
001	001276	001	001013	68
001	001280	001	001013	8
001	001283	001	001013	56
001	001284	001	001013	30
001	001285	001	001013	40
001	001291	001	001013	4
001	001292	001	001013	45
001	001302	001	001013	22
001	001303	001	001013	103
001	001305	001	001013	37
001	001309	001	001013	19
001	001314	001	001013	9
001	001315	001	001013	27
001	001316	001	001013	2
003	003106	001	001013	1
004	004009	001	001013	2
004	004012	001	001013	3
004	004034	001	001013	1
004	004062	001	001013	1
004	004078	001	001013	1
004	004133	001	001013	1
004	004215	001	001013	1
005	005005	001	001013	1
005	005012	001	001013	1
005	005101	001	001013	1
005	005112	001	001013	1
005	005117	001	001013	1
005	005118	001	001013	4
006	006001	001	001013	1
006	006003	001	001013	1
007	007066	001	001013	1
015	015189	001	001013	1
108	108033	001	001013	1
001	001004	001	001014	46
001	001014	001	001014	98
001	001020	001	001014	15
001	001027	001	001014	40
001	001030	001	001014	7
001	001042	001	001014	12
001	001047	001	001014	7
001	001056	001	001014	27
001	001061	001	001014	7
001	001077	001	001014	6
001	001095	001	001014	6
001	001125	001	001014	74
001	001143	001	001014	3
001	001148	001	001014	2
001	001160	001	001014	5
001	001161	001	001014	1
001	001177	001	001014	14
001	001181	001	001014	5
001	001196	001	001014	27
001	001210	001	001014	4
001	001223	001	001014	10
001	001235	001	001014	5
001	001264	001	001014	15
001	001269	001	001014	29
001	001272	001	001014	6
001	001295	001	001014	11
001	001311	001	001014	1
002	002004	001	001014	2
002	002015	001	001014	3
002	002042	001	001014	2
002	002079	001	001014	1
002	002133	001	001014	2
002	002158	001	001014	2
007	007034	001	001014	1
096	096002	001	001014	1
096	096010	001	001014	1
096	096012	001	001014	1
096	096016	001	001014	2
096	096018	001	001014	1
096	096025	001	001014	1
096	096030	001	001014	2
096	096035	001	001014	1
096	096041	001	001014	1
096	096054	001	001014	2
096	096076	001	001014	1
096	096080	001	001014	7
001	001001	001	001015	15
001	001015	001	001015	44
001	001020	001	001015	1
001	001028	001	001015	1
001	001029	001	001015	4
001	001033	001	001015	4
001	001043	001	001015	10
001	001047	001	001015	6
001	001052	001	001015	2
001	001066	001	001015	59
001	001067	001	001015	5
001	001077	001	001015	3
001	001079	001	001015	3
001	001082	001	001015	2
001	001083	001	001015	5
001	001084	001	001015	3
001	001096	001	001015	9
001	001098	001	001015	10
001	001099	001	001015	1
001	001101	001	001015	8
001	001102	001	001015	4
001	001105	001	001015	6
001	001107	001	001015	5
001	001108	001	001015	4
001	001109	001	001015	1
001	001125	001	001015	9
001	001132	001	001015	7
001	001133	001	001015	2
001	001134	001	001015	4
001	001137	001	001015	5
001	001141	001	001015	5
001	001148	001	001015	4
001	001159	001	001015	3
001	001160	001	001015	6
001	001161	001	001015	5
001	001165	001	001015	1
001	001170	001	001015	3
001	001172	001	001015	2
001	001176	001	001015	6
001	001185	001	001015	2
001	001187	001	001015	5
001	001199	001	001015	9
001	001206	001	001015	1
001	001208	001	001015	7
001	001216	001	001015	2
001	001217	001	001015	37
001	001221	001	001015	3
001	001223	001	001015	5
001	001231	001	001015	11
001	001240	001	001015	3
001	001244	001	001015	10
001	001246	001	001015	6
001	001247	001	001015	5
001	001248	001	001015	1
001	001267	001	001015	2
001	001268	001	001015	2
001	001269	001	001015	10
001	001272	001	001015	6
001	001274	001	001015	10
001	001278	001	001015	5
001	001287	001	001015	7
001	001292	001	001015	2
001	001296	001	001015	3
001	001298	001	001015	6
001	001311	001	001015	2
001	001314	001	001015	5
001	001317	001	001015	5
001	001318	001	001015	8
003	003024	001	001015	1
003	003049	001	001015	2
005	005121	001	001015	1
006	006039	001	001015	1
001	001003	001	001016	1
001	001008	001	001016	2
001	001016	001	001016	202
001	001028	001	001016	3
001	001038	001	001016	2
001	001046	001	001016	37
001	001054	001	001016	1
001	001059	001	001016	3
001	001063	001	001016	6
001	001072	001	001016	1
001	001086	001	001016	52
001	001088	001	001016	33
001	001090	001	001016	3
001	001094	001	001016	20
001	001100	001	001016	1
001	001104	001	001016	9
001	001113	001	001016	14
001	001119	001	001016	13
001	001128	001	001016	63
001	001130	001	001016	2
001	001131	001	001016	1
001	001146	001	001016	60
001	001152	001	001016	9
001	001155	001	001016	6
001	001156	001	001016	3
001	001166	001	001016	34
001	001188	001	001016	6
001	001218	001	001016	1
001	001219	001	001016	2
001	001220	001	001016	2
001	001221	001	001016	6
001	001237	001	001016	12
001	001240	001	001016	6
001	001248	001	001016	10
001	001269	001	001016	1
001	001272	001	001016	32
001	001279	001	001016	5
001	001282	001	001016	3
001	001286	001	001016	7
001	001289	001	001016	6
001	001290	001	001016	3
001	001292	001	001016	4
001	001301	001	001016	11
001	001313	001	001016	8
001	001314	001	001016	1
001	001316	001	001016	1
001	001001	001	001017	6
001	001017	001	001017	22
001	001018	001	001017	1
001	001027	001	001017	2
001	001029	001	001017	1
001	001043	001	001017	2
001	001066	001	001017	41
001	001086	001	001017	1
001	001096	001	001017	5
001	001098	001	001017	12
001	001101	001	001017	7
001	001106	001	001017	3
001	001107	001	001017	1
001	001112	001	001017	3
001	001124	001	001017	6
001	001125	001	001017	1
001	001130	001	001017	1
001	001148	001	001017	2
001	001156	001	001017	2
001	001170	001	001017	6
001	001181	001	001017	6
001	001208	001	001017	6
001	001217	001	001017	10
001	001223	001	001017	3
001	001230	001	001017	2
001	001231	001	001017	6
001	001235	001	001017	3
001	001267	001	001017	2
001	001268	001	001017	7
001	001272	001	001017	10
001	001274	001	001017	14
001	001280	001	001017	2
001	001287	001	001017	5
001	001295	001	001017	1
001	001298	001	001017	4
001	001312	001	001017	6
001	001318	001	001017	3
007	007023	001	001017	1
007	007034	001	001017	1
007	007073	001	001017	1
096	096026	001	001017	1
108	108033	001	001017	1
001	001008	001	001018	1
001	001009	001	001018	7
001	001012	001	001018	3
001	001018	001	001018	155
001	001048	001	001018	4
001	001078	001	001018	40
001	001097	001	001018	1
001	001112	001	001018	5
001	001144	001	001018	6
001	001153	001	001018	2
001	001158	001	001018	7
001	001164	001	001018	1
001	001171	001	001018	1
001	001180	001	001018	13
001	001192	001	001018	8
001	001197	001	001018	1
001	001215	001	001018	8
001	001249	001	001018	10
001	001257	001	001018	2
001	001262	001	001018	4
001	001265	001	001018	3
001	001272	001	001018	37
001	001280	001	001018	1
001	001292	001	001018	1
003	003106	001	001018	1
004	004029	001	001018	1
004	004041	001	001018	1
004	004078	001	001018	1
004	004103	001	001018	2
004	004180	001	001018	1
004	004241	001	001018	2
005	005005	001	001018	1
005	005012	001	001018	1
005	005070	001	001018	2
005	005110	001	001018	1
005	005118	001	001018	3
001	001003	001	001019	10
001	001019	001	001019	19
001	001072	001	001019	5
001	001272	001	001019	4
001	001001	001	001020	7
001	001004	001	001020	7
001	001010	001	001020	3
001	001014	001	001020	7
001	001017	001	001020	1
001	001020	001	001020	121
001	001027	001	001020	10
001	001028	001	001020	4
001	001030	001	001020	9
001	001036	001	001020	6
001	001042	001	001020	9
001	001047	001	001020	1
001	001050	001	001020	1
001	001056	001	001020	4
001	001057	001	001020	3
001	001061	001	001020	5
001	001066	001	001020	9
001	001077	001	001020	8
001	001092	001	001020	9
001	001098	001	001020	1
001	001101	001	001020	5
001	001105	001	001020	5
001	001106	001	001020	1
001	001120	001	001020	3
001	001125	001	001020	117
001	001132	001	001020	22
001	001137	001	001020	12
001	001148	001	001020	3
001	001150	001	001020	4
001	001159	001	001020	1
001	001160	001	001020	21
001	001161	001	001020	3
001	001170	001	001020	1
001	001176	001	001020	1
001	001181	001	001020	34
001	001185	001	001020	2
001	001196	001	001020	5
001	001199	001	001020	3
001	001208	001	001020	5
001	001209	001	001020	6
001	001210	001	001020	1
001	001217	001	001020	8
001	001223	001	001020	14
001	001225	001	001020	1
001	001230	001	001020	1
001	001233	001	001020	8
001	001235	001	001020	15
001	001244	001	001020	4
001	001246	001	001020	4
001	001248	001	001020	1
001	001261	001	001020	5
001	001264	001	001020	1
001	001266	001	001020	4
001	001269	001	001020	20
001	001271	001	001020	5
001	001272	001	001020	4
001	001274	001	001020	3
001	001278	001	001020	5
001	001295	001	001020	7
001	001298	001	001020	2
001	001311	001	001020	4
001	001312	001	001020	4
001	001314	001	001020	1
001	001318	001	001020	1
002	002015	001	001020	1
002	002042	001	001020	1
002	002079	001	001020	1
002	002116	001	001020	1
004	004075	001	001020	1
005	005082	001	001020	1
007	007013	001	001020	2
007	007023	001	001020	1
007	007052	001	001020	1
096	096002	001	001020	1
096	096016	001	001020	1
096	096041	001	001020	1
096	096054	001	001020	1
096	096068	001	001020	1
096	096081	001	001020	1
096	096088	001	001020	1
001	001016	001	001021	5
001	001021	001	001021	81
001	001022	001	001021	1
001	001029	001	001021	3
001	001043	001	001021	3
001	001063	001	001021	2
001	001066	001	001021	5
001	001083	001	001021	1
001	001086	001	001021	9
001	001088	001	001021	4
001	001094	001	001021	5
001	001098	001	001021	9
001	001101	001	001021	3
001	001106	001	001021	1
001	001107	001	001021	3
001	001109	001	001021	3
001	001119	001	001021	2
001	001128	001	001021	1
001	001133	001	001021	5
001	001166	001	001021	3
001	001206	001	001021	1
001	001207	001	001021	1
001	001216	001	001021	9
001	001217	001	001021	10
001	001221	001	001021	15
001	001231	001	001021	6
001	001237	001	001021	4
001	001240	001	001021	3
001	001248	001	001021	5
001	001272	001	001021	12
001	001290	001	001021	4
001	001301	001	001021	3
001	001006	001	001022	1
001	001013	001	001022	6
001	001022	001	001022	681
001	001032	001	001022	1
001	001040	001	001022	2
001	001044	001	001022	16
001	001074	001	001022	4
001	001076	001	001022	7
001	001080	001	001022	5
001	001081	001	001022	1
001	001090	001	001022	4
001	001093	001	001022	4
001	001100	001	001022	7
001	001115	001	001022	1
001	001117	001	001022	4
001	001120	001	001022	6
001	001125	001	001022	1
001	001154	001	001022	8
001	001156	001	001022	5
001	001164	001	001022	3
001	001175	001	001022	113
001	001219	001	001022	4
001	001232	001	001022	20
001	001256	001	001022	1
001	001257	001	001022	1
001	001259	001	001022	5
001	001270	001	001022	26
001	001272	001	001022	75
001	001292	001	001022	1
004	004034	001	001022	1
005	005005	001	001022	1
005	005042	001	001022	1
005	005082	001	001022	1
001	001001	001	001023	1
001	001023	001	001023	22
001	001027	001	001023	2
001	001030	001	001023	1
001	001047	001	001023	14
001	001050	001	001023	45
001	001058	001	001023	1
001	001061	001	001023	2
001	001082	001	001023	1
001	001083	001	001023	5
001	001085	001	001023	2
001	001090	001	001023	2
001	001091	001	001023	1
001	001096	001	001023	7
001	001098	001	001023	4
001	001101	001	001023	2
001	001102	001	001023	2
001	001106	001	001023	10
001	001120	001	001023	2
001	001125	001	001023	8
001	001148	001	001023	4
001	001150	001	001023	14
001	001156	001	001023	5
001	001159	001	001023	21
001	001160	001	001023	7
001	001161	001	001023	1
001	001164	001	001023	1
001	001166	001	001023	2
001	001172	001	001023	5
001	001181	001	001023	3
001	001185	001	001023	3
001	001196	001	001023	3
001	001199	001	001023	2
001	001217	001	001023	6
001	001219	001	001023	3
001	001231	001	001023	2
001	001236	001	001023	5
001	001244	001	001023	7
001	001261	001	001023	1
001	001265	001	001023	4
001	001272	001	001023	12
001	001287	001	001023	2
001	001309	001	001023	1
001	001311	001	001023	16
001	001314	001	001023	3
002	002049	001	001023	1
002	002133	001	001023	1
