codice_scuola,codice_istituto,gestione,denominazione,grado,indirizzo,cap,codice_comune,comune,lon,lat,fonte,codice_edificio,id_bene,osm_id,alunni,stranieri,stranieri_ue,stranieri_nonue,pct_stranieri,percorso_prevalente,quota_percorso,flag
GEEE86403R,GEIC86400L,statale,S.EL. - BRIGNOLE SALE -,SCUOLA PRIMARIA,VIA MONTEZOVETTO 7 A,16145,D969,Genova,8.965291,44.399569,fgb_civico,0100250125,482699,,268,24,2,22,9,,,
GEMM82701P,GEIC82700N,statale,SMS MOLASSANA-SMS D'AZEGLIO,SCUOLA PRIMO GRADO,MOLASSANA 71-SAL.MADONNETTA STRUPPA 5,16138,D969,Genova,8.98237,44.45636,fgb_civico,0100250154,2551775,,388,48,7,41,12.4,,,
GEEE839034,GEIC83900X,statale,SCUOLA PRIMARIA V. ALFIERI,SCUOLA PRIMARIA,VIA P. ROSTAN 7,16155,D969,Genova,8.827537,44.426853,fgb_cognome,0100250181,484137,,47,14,0,14,29.8,,,
GEEE86401P,GEIC86400L,statale,S.EL. - N.SAURO -,SCUOLA PRIMARIA,VIA MEDAGLIA D'ORO DI L.NAVIGAZIONE,16145,D969,Genova,,,nessuna,,,,99,7,0,7,7.1,,,
GEEE839012,GEIC83900X,statale,SCUOLA PRIMARIA G. CARDUCCI,SCUOLA PRIMARIA,VIALE E. RIGON 16,16154,D969,Genova,8.843266,44.427423,fgb_cognome,0100250178,483559,,353,95,14,81,26.9,,,
GETF01601X,GEIS01600B,statale,I.TECNICO GASTALDI/ABBA,ISTITUTO TECNICO INDUSTRIALE,VIA DINO COL 32,16149,D969,Genova,8.90816,44.412399,civico,0100250446,,,946,202,10,192,21.4,TECNICO,1,
GEEE839023,GEIC83900X,statale,SCUOLA PRIMARIA R. PEZZANI,SCUOLA PRIMARIA,VIA SANT'ALBERTO 18 A,16154,D969,Genova,8.838257,44.430864,fgb_civico,0100250057,483584,,84,15,2,13,17.9,,,
GEEE85202D,GEIC85200A,statale,S.EL. - E.SALGARI -,SCUOLA PRIMARIA,VICO SAN BARBORINO 9,16149,D969,Genova,8.89586,44.41274,fgb_civico,0100250173,2542769,,211,55,6,49,26.1,,,
GEMM861016,GEIC861005,statale,I.C. FOCE/ DORIA PASCOLI,SCUOLA PRIMO GRADO,PIAZZA PALERMO 13,16121,D969,Genova,8.943195,44.401186,fgb_civico,0100250330,27475,,694,76,7,69,11,,,
GEAA82703L,GEIC82700N,statale,S.MAT. DI S.SIRO DI STRUPPA,SCUOLA INFANZIA,VIA DI CRETO 62,16165,D969,Genova,9.004598,44.453754,civico,0100250059,,,,,,,,,,
GEAA86301N,GEIC86300R,statale,S.MAT. DI VIA DEL COMMERCIO,SCUOLA INFANZIA,VIA DEL COMMERCIO 82A,16167,D969,Genova,9.034188,44.388445,fgb_civico,0100250039,16267,,,,,,,,,
GETF014018,GEIS01400Q,statale,LICEO E ITS I. CALVINO,ISTITUTO TECNICO INDUSTRIALE,VIA BORZOLI 21,16153,D969,Genova,8.855864,44.427523,fgb_civico,0100250448,85391,,1022,120,18,102,11.7,TECNICO,0.65,
GEEE82702R,GEIC82700N,statale,S.EL. DI PINO SOPRANO,SCUOLA PRIMARIA,SALITA PINO SOTTANO 20,16138,D969,Genova,8.97334,44.45732,fgb_cognome,0100250155,2551774,,48,0,0,0,0,,,
GEEE824029,GEIC824006,statale,S.EL. - H.C.ANDERSEN -,SCUOLA PRIMARIA,VIA MOGADISCIO 67,16141,D969,Genova,8.980728,44.440531,civico,0100250134,,,98,6,1,5,6.1,,,
GEEE85201C,GEIC85200A,statale,S.EL. DI VIA S.B.DEL FOSSATO,SCUOLA PRIMARIA,VIA S.BARTOLOMEO DEL FOSSATO 79,16149,D969,Genova,8.902047,44.414264,fgb_civico,0100250033,489930,,106,70,7,63,66,,,
GEEE861017,GEIC861005,statale,S.EL. - A.DIAZ -,SCUOLA PRIMARIA,VIA C.BATTISTI 6,16145,D969,Genova,8.952287,44.396471,fgb_cognome,0100250357,482682,,170,12,0,12,7.1,,,
GEEE85001R,GEIC85000P,statale,"SCUOLA PRIMARIA ""A. NEGRI""",SCUOLA PRIMARIA,V.LE MODUGNO 20,16156,D969,Genova,8.810571,44.426577,fgb_cognome,0100250044,484120,,157,8,0,8,5.1,,,
GEMM85201B,GEIC85200A,statale,I.C. BARABINO/ S.M.S.,SCUOLA PRIMO GRADO,LARGO GOZZANO3,16149,D969,Genova,8.902047,44.414264,fgb_civico,0100250033,489930,,407,204,9,195,50.1,,,
GEEE863031,GEIC86300R,statale,S.EL. - A.GIANELLI -,SCUOLA PRIMARIA,VIA MASTRANGELO 2,16166,D969,Genova,9.01466,44.387378,fgb_cognome,0100250158,481336,,112,5,0,5,4.5,,,
GEEE82701Q,GEIC82700N,statale,S.EL. - SANTULLO -,SCUOLA PRIMARIA,VIA S.FELICE 19,16138,D969,Genova,8.98237,44.45636,fgb_civico,0100250154,2551775,,190,37,2,35,19.5,,,
GEPC01000P,GEPC01000P,statale,LC DORIA,LICEO CLASSICO,VIA A.DIAZ 8,16121,D969,Genova,8.943195,44.401186,fgb_civico,0100250330,27475,,983,17,1,16,1.7,LICEO,1,
GEAA85102C,GEIC85100E,statale,S.MAT. - N.BACIGALUPO -,SCUOLA INFANZIA,VIA STORACE 2A,16151,D969,Genova,8.88559,44.41603,fgb_cognome,0100250174,2542540,,,,,,,,,
GEEE85203E,GEIC85200A,statale,S.EL. - G.MAZZINI -,SCUOLA PRIMARIA,LARGO P. GOZZANO 1,16149,D969,Genova,8.896182,44.410568,fgb_cognome,0100250172,488938,,338,186,7,179,55,,,
GEEE861028,GEIC861005,statale,S.EL. - A.G.BARRILI -,SCUOLA PRIMARIA,PIAZZA PALERMO 11,16129,D969,Genova,8.953342,44.399833,fgb_civico,0100250131,482943,,228,36,1,35,15.8,,,
GEAA824046,GEIC824006,statale,S.MAT. DI VIA G.DE VINCENZI,SCUOLA INFANZIA,VIA G.DE VINCENZI 28,16138,D969,Genova,8.969396,44.449791,fgb_cognome,0100250030,482959,,,,,,,,,
GEMM86401N,GEIC86400L,statale,I.C.ALBARO-EX BARRILI/ PAGANINI,SCUOLA PRIMO GRADO,VIA MONTEZOVETTO 7,16145,D969,Genova,8.965291,44.399569,fgb_civico,0100250312,482699,,456,33,1,32,7.2,,,
GEEE859039,GEIC859005,statale,S.PRIM. - N.FABRIZI,SCUOLA PRIMARIA,VIA N.FABRIZI 51,16148,D969,Genova,9.00841,44.39029,fgb_cognome,0100250051,2551674,,213,12,1,11,5.6,,,
GEAA83401N,GEIC83400R,statale,S.MAT. - NUOVA CANTINA -,SCUOLA INFANZIA,VIA MARTIRI DEL TURCHINO 99,16157,D969,Genova,8.76424,44.43429,fgb_civico,0100250161,2552235,,,,,,,,,
GEEE82404B,GEIC824006,statale,SCUOLA PRIMARIA S.EUSEBIO,SCUOLA PRIMARIA,VIA VALTREBBIA 301,16141,D969,Genova,,,nessuna,,,,90,1,0,1,1.1,,,
GEEE83601E,GEIC83600C,statale,S.EL. - D.FERRERO -,SCUOLA PRIMARIA,VIA N.CERVETTO 42,16152,D969,Genova,8.873088,44.417267,fgb_cognome,0100250152,484431,,354,188,12,176,53.1,,,
GEMM85101G,GEIC85100E,statale,I.C. SAMPIERDARENA/ S.M.S.,SCUOLA PRIMO GRADO,PIAZZA DEL MONASTERO 6,16149,D969,Genova,8.88753,44.41547,fgb_civico,0100250322,2542543,,678,335,16,319,49.4,,,
GEAA859012,GEIC859005,statale,S.INF. - I.D'ERAMO -,SCUOLA INFANZIA,VIA PRIARUGGIA 12 A,16148,D969,Genova,8.998665,44.388914,fgb_civico,0100250050,482593,,,,,,,,,
GEMM83601D,GEIC83600C,statale,I.C.CORNIGLIANO - EX VOLTA,SCUOLA PRIMO GRADO,VIA CORNIGLIANO 9,16152,D969,Genova,8.87527,44.41622,fgb_civico,0100250349,2552589,,314,135,12,123,43,,,
GEEE824018,GEIC824006,statale,SCUOLA PRIMARIA G.MAZZINI -,SCUOLA PRIMARIA,VIA LODI 4,16138,D969,Genova,8.960468,44.437643,fgb_civico,0100250132,483154,,170,62,5,57,36.5,,,
GEEE85103P,GEIC85100E,statale,S.EL. - F.TAVIANI -,SCUOLA PRIMARIA,CORSO MARTINETTI 77 G,16149,D969,Genova,8.89642,44.41853,fgb_cognome,0100250146,2542659,,141,36,3,33,25.5,,,
GEAA853024,GEIC853006,statale,S.MAT. DI VIA BERTANI,SCUOLA INFANZIA,VIA A.BERTANI 7,16122,D969,Genova,8.93748,44.41371,fgb_cognome,0100250007,496646,,,,,,,,,
GEAA859034,GEIC859005,statale,S.INF. - IL PRATONE,SCUOLA INFANZIA,LARGO CATTANEI 3,16148,D969,Genova,8.992016,44.39548,fgb_cognome,0100250049,44111,,,,,,,,,
GEEE827061,GEIC82700N,statale,S.EL. DI S.SIRO DI STRUPPA,SCUOLA PRIMARIA,SALITA MADONNETTA DI STRUPPA 6,16165,D969,Genova,9.00076,44.448947,civico,,,,27,0,0,0,0,,,
GEAA853013,GEIC853006,statale,S.MAT. - S.PAOLO -,SCUOLA INFANZIA,VIA CABRINI 2,16125,D969,Genova,8.937565,44.416134,fgb_cognome,0100250118,496685,,,,,,,,,
GEAA85101B,GEIC85100E,statale,S.MAT. - H.C.ANDERSEN -,SCUOLA INFANZIA,VIA DEI LANDI 87,16151,D969,Genova,8.888428,44.418062,fgb_civico,0100250055,488942,,,,,,,,,
GEAA831016,GEIC831009,statale,S.MAT. - PAPA GIOVANNI XXIII -,SCUOLA INFANZIA,PIAZZA G.FERRARIS 4,16142,D969,Genova,8.957511,44.41691,osm_plesso,0100250013,,node/4737121436,,,,,,,,
GEAA824024,GEIC824006,statale,S.MAT. DI VIA DELLA PIGNA,SCUOLA INFANZIA,VIA DELLA PIGNA 11,16138,D969,Genova,8.960468,44.437643,fgb_civico,0100250132,483154,,,,,,,,,
GEMM833012,GEIC833001,statale,I.C.QUEZZI-S.M.S. GOVI-CAMBIASO,SCUOLA PRIMO GRADO,VIA PIERO PINETTI 68,16144,D969,Genova,8.96234,44.41817,fgb_cognome,0100250757,2552108,,240,51,2,49,21.3,,,
GEAA824013,GEIC824006,statale,S.MAT. DI S.EUSEBIO,SCUOLA INFANZIA,VIA VALTREBBIA 299,16141,D969,Genova,,,nessuna,,,,,,,,,,,
GEMM84901G,GEIC84900E,statale,I.C.RIVAROLO/SMS UGO FOSCOLO,SCUOLA PRIMO GRADO,PIAZZA PALLAVICINI 6,16159,D969,Genova,8.893267,44.43734,fgb_civico,0100250170,486115,,416,164,13,151,39.4,,,
GEAA824057,GEIC824006,statale,S.MAT. DI VIA PIACENZA,SCUOLA INFANZIA,VIA PIACENZA 25-27,16138,D969,Genova,8.949849,44.427716,civico,0100250031,,,,,,,,,,
GEMM825013,GEIC825002,statale,I.C. SAN TEODORO/S.M.S.,SCUOLA PRIMO GRADO,VIA BOLOGNA 6 A,16127,D969,Genova,8.90902,44.41819,fgb_civico,0100250022,2555155,,242,77,7,70,31.8,,,
GEEE83101B,GEIC831009,statale,S.EL. - PAPA GIOVANNI XXIII -,SCUOLA PRIMARIA,PIAZZA G.FERRARIS 4,16142,D969,Genova,8.957437,44.416982,osm_plesso,0100250013,,node/1688449969,443,194,16,178,43.8,,,
GEAA824035,GEIC824006,statale,S.MAT. DI VIA TERPI,SCUOLA INFANZIA,VIA TERPI 24,16141,D969,Genova,8.968221,44.441714,fgb_civico,0100250337,483156,,,,,,,,,
GEEE02201N,GEEE02200L,statale,I.O. CONVITTO / PRIMARIA,SCUOLA PRIMARIA,VIA BELLUCCI 4,16124,D969,Genova,8.92819,44.414921,osm_plesso,0100250824,,node/4355582511,200,25,2,23,12.5,,,
GEEE84901L,GEIC84900E,statale,SCUOLA PRIMARIA DE AMICIS,SCUOLA PRIMARIA,PIAZZA D.PALLAVICINI 6,16159,D969,Genova,8.893267,44.43734,fgb_civico,0100250170,486115,,378,181,10,171,47.9,,,
GETD02301R,GEIS02300E,statale,ITS C. ROSSELLI,ISTITUTO TECNICO COMMERCIALE,VIA GIOTTO 10,16153,D969,Genova,8.855123,44.423058,civico,0100250420,,,468,97,12,85,20.7,TECNICO,1,
GEEE833024,GEIC833001,statale,S.EL. - S.FONTANAROSSA -,SCUOLA PRIMARIA,VIA GINESTRATO 11,16144,D969,Genova,8.97366,44.420419,fgb_civico,0100250052,483247,,80,23,2,21,28.8,,,
GEEE833035,GEIC833001,statale,S.EL. - G.BORSI -,SCUOLA PRIMARIA,VIA FRATELLI CERVI 1,16142,D969,Genova,8.960769,44.420952,fgb_civico,0100250120,483237,,64,6,0,6,9.4,,,
GEEE82302D,GEIC82300A,statale,SC.PRIMARIA- DOGE G.DA MURTA -,SCUOLA PRIMARIA,PIAZZA CHIESA MURTA 5A,16162,D969,Genova,8.890356,44.461186,fgb_cognome,0100250148,486112,,85,8,0,8,9.4,,,ambiguo
GEAA84901B,GEIC84900E,statale,SCUOLA MAT. STAT. FASCIOTTI,SCUOLA INFANZIA,VIA C. FASCIOTTI 28,16159,D969,Genova,8.893267,44.43734,fgb_civico,0100250170,486115,,,,,,,,,
GEEE862046,GEIC862001,statale,S.EL. - A.S.NOVARO -,SCUOLA PRIMARIA,VIA OLIVIERI 71,16133,D969,Genova,8.996386,44.404483,fgb_cognome,0100250109,482927,,62,4,0,4,6.5,,,
GEEE82705X,GEIC82700N,statale,S.EL. DI PRATO,SCUOLA PRIMARIA,VIA STRUPPA 214 A,16165,D969,Genova,9.012345,44.449722,fgb_civico,0100250185,483222,,124,10,3,7,8.1,,,
GEEE833013,GEIC833001,statale,S.EL. - B.BALL -,SCUOLA PRIMARIA,SALITA COSTA DEI RATTI 6 A,16144,D969,Genova,8.971826,44.424531,civico,,,,67,7,0,7,10.4,,,
GEEE862035,GEIC862001,statale,S.EL. - J. MARIO,SCUOLA PRIMARIA,VIA APPARIZIONE 16,16133,D969,Genova,8.986846,44.405722,fgb_civico,0100250105,482926,,109,33,1,32,30.3,,,
GEEE833046,GEIC833001,statale,S.EL. - G.FANCIULLI -,SCUOLA PRIMARIA,VIALE C.BRACELLI 59,16142,D969,Genova,8.96234,44.41817,fgb_cognome,0100250757,2552108,,128,26,1,25,20.3,,,
GEMM82301B,GEIC82300A,statale,SCUOLA SEC. I GR. PIERO GASLINI,SCUOLA PRIMO GRADO,VIA BOLZANETO 11,16162,D969,Genova,8.901929,44.458453,fgb_civico,0100250332,15077,,325,93,6,87,28.6,,,
GEAA85005Q,GEIC85000P,statale,SCUOLA INFANZIA VILLA BANFI,SCUOLA INFANZIA,VIA PEGLI 39,16156,D969,Genova,8.805678,44.424863,fgb_civico,0100250045,484115,,,,,,,,,ambiguo
GEEE86302X,GEIC86300R,statale,S.EL. - E.FERMI -,SCUOLA PRIMARIA,PIAZZA DUCA DEGLI ABRUZZI 6 A,16167,D969,Genova,9.035922,44.385164,fgb_civico,0100250156,482545,,146,14,0,14,9.6,,,
GEMM83001E,GEIC83000D,statale,I.C. MONTALDO /EX CANTORE,SCUOLA PRIMO GRADO,CORSO DE STEFANIS 56,16137,D969,Genova,8.948374,44.421564,osm_plesso,0100250321,,way/79428436,368,102,4,98,27.7,,,
GEAA85004P,GEIC85000P,statale,SCUOLA INFANZIA V.LE MODUGNO,SCUOLA INFANZIA,V.LE MODUGNO 20,16156,D969,Genova,8.810571,44.426577,fgb_cognome,0100250044,484120,,,,,,,,,
GEMM862012,GEIC862001,statale,I.C. SAN MARTINO-BOCCANEGRA,SCUOLA PRIMO GRADO,PIAZZA REMONDINI 2,16131,D969,Genova,8.98831,44.40898,fgb_civico,0100250350,2551760,,352,47,6,41,13.4,,,
GEEE83002L,GEIC83000D,statale,S.EL. - A.FRANK -,SCUOLA PRIMARIA,PIAZZALE PAUL VALERY 9,16139,D969,Genova,8.963099,44.421143,fgb_cognome,0100250798,483491,,204,23,0,23,11.3,,,
GEAA83001A,GEIC83000D,statale,S.MAT. - MARY POPPINS -,SCUOLA INFANZIA,PIAZZALE PAUL VALERY 9,16139,D969,Genova,8.963099,44.421143,fgb_cognome,0100250798,483491,,,,,,,,,
GETF01801G,GEIS018003,statale,LICEO E ITS MAJORANA/GIORGI,ISTITUTO TECNICO INDUSTRIALE,VIA S.ALLENDE 41,16138,D969,Genova,8.974597,44.452853,fgb_civico,0100250394,85411,,1047,107,8,99,10.2,TECNICO,0.6,
GEEE82301C,GEIC82300A,statale,S.PRIMARIA- D.ALIGHIERI -,SCUOLA PRIMARIA,PIAZZA RISSOTTO 2,16162,D969,Genova,8.90163,44.4586,fgb_cognome,0100250147,2551205,,395,174,10,164,44.1,,,
GEAA83301T,GEIC833001,statale,S.MAT. DI VIA GINESTRATO,SCUOLA INFANZIA,VIA GINESTRATO 11,16100,D969,Genova,8.97366,44.420419,fgb_civico,0100250052,483247,,,,,,,,,
GEAA82702G,GEIC82700N,statale,S.MAT. - DORIA -,SCUOLA INFANZIA,VIA STRUPPA 148,16165,D969,Genova,9.002561,44.447822,fgb_civico,0100250182,497323,,,,,,,,,
GEAA823017,GEIC82300A,statale,S.MAT. - I.BONFIENI -,SCUOLA INFANZIA,PIAZZA R. RISSOTTO 2,16162,D969,Genova,8.90163,44.4586,fgb_cognome,0100250147,2551205,,,,,,,,,
GEEE862024,GEIC862001,statale,S.EL. - GIOIOSA -,SCUOLA PRIMARIA,VIA CASALE 11,16133,D969,Genova,9.01804,44.431555,fgb_civico,0100250001,911,,30,2,0,2,6.7,,,
GEEE863042,GEIC86300R,statale,S.EL. - L.MANFREDI -,SCUOLA PRIMARIA,VIA D.SOMMA 73,16167,D969,Genova,9.05162,44.38226,fgb_civico,0100250040,2551669,,85,7,1,6,8.2,,,
GERI07001Q,GERI07000P,statale,CASA CIRCONDARIALE GASLINI/PONTEX,IST PROF INDUSTRIA E ARTIGIANATO,VIA CONI ZUGNA 33,16164,D969,Genova,8.896321,44.498982,civico,,,,24,10,2,8,41.7,PROFESSIONALE,1,
GEAA82701E,GEIC82700N,statale,CA' DI VENTURA,SCUOLA INFANZIA,VIA MOLASSANA 71,16138,D969,Genova,8.98237,44.45636,fgb_civico,0100250154,2551775,,,,,,,,,
GEEE862013,GEIC862001,statale,S.EL. - L.RADICE -,SCUOLA PRIMARIA,VIA BOERO 75,16132,D969,Genova,8.982042,44.406697,fgb_cognome,0100250108,482971,,81,11,0,11,13.6,,,
GETA01201X,GEIS012004,statale,I.T.A. B. MARSANO,ISTITUTO TECNICO AGRARIO,VIA ALLA SCUOLA DI AGRICOLTURA,16167,D969,Genova,9.058851,44.384296,fgb_civico,0100250403,16752,,155,3,1,2,1.9,TECNICO,1,
GEEE83004P,GEIC83000D,statale,S.EL. - GIOVINE ITALIA -,SCUOLA PRIMARIA,VIA MONTALDO 61,16137,D969,Genova,8.947879,44.415567,fgb_cognome,0100250123,483143,,138,23,0,23,16.7,,,
GEAA86302P,GEIC86300R,statale,S.MAT. DI VIA D.SOMMA,SCUOLA INFANZIA,VIA D.SOMMA 73,16167,D969,Genova,9.05162,44.38226,fgb_civico,0100250040,2551669,,,,,,,,,
GEEE86003D,GEIC860009,statale,"SC.ELEM.OSP.""ISTITUTO GASLINI""",SCUOLA PRIMARIA,VIA 5 MAGGIO 39,16147,D969,Genova,8.986296,44.392132,civico,,,,,,,,,,,
GEEE83001G,GEIC83000D,statale,S.EL. - G.DA PASSANO -,SCUOLA PRIMARIA,VIA MONTALDO 8,16137,D969,Genova,8.946241,44.421271,osm_plesso,0100250121,,way/79428435,220,86,0,86,39.1,,,
GEEE86301V,GEIC86300R,statale,S.EL. - G.DA VERRAZZANO -,SCUOLA PRIMARIA,VIA A.GIANELLI 49,16166,D969,Genova,9.020975,44.383691,fgb_cognome,0100250159,482574,,133,4,1,3,3,,,
GEEE86002C,GEIC860009,statale,S.EL. - A.GIUSTINIANI -,SCUOLA PRIMARIA,VIA BOTTINI 43,16147,D969,Genova,8.984048,44.401436,fgb_civico,0100250110,482613,,88,9,1,8,10.2,,,ambiguo
GEEE82403A,GEIC824006,statale,SCUOLA PRIMARIA DI MONTESIGNANO,SCUOLA PRIMARIA,VIA TERPI 50,16141,D969,Genova,8.96809,44.437238,fgb_civico,0100250133,483155,,28,4,0,4,14.3,,,
GEAA860038,GEIC860009,statale,S.MAT. OSPEDALE G.GASLINI,SCUOLA INFANZIA,VIA CINQUE MAGGIO 39,16147,D969,Genova,8.986296,44.392132,civico,,,,,,,,,,,
GEMM86301T,GEIC86300R,statale,I.C. QUINTO/NERVI- DURAZZO,SCUOLA PRIMO GRADO,VIA ANTICA ROMANA DI QUINTO 63 B,16166,D969,Genova,9.044274,44.382813,fgb_cognome,0100250106,104469,,509,18,3,15,3.5,,,
GEEE86001B,GEIC860009,statale,S.EL. - G.GOVI -,SCUOLA PRIMARIA,VIA F.CAVALLOTTI 12,16146,D969,Genova,8.97463,44.39218,fgb_cognome,0100250027,2551683,,299,18,2,16,6,,,
GEEE83003N,GEIC83000D,statale,S.EL. - A.BURLANDO -,SCUOLA PRIMARIA,VIA A.BURLANDO 48,16137,D969,Genova,8.944487,44.42396,fgb_cognome,0100250122,483503,,89,33,0,33,37.1,,,
GEMM824017,GEIC824006,statale,I.C.STAGLIENO-SMS EX LUCARNO,SCUOLA PRIMO GRADO,VIA LODI,16138,D969,Genova,8.960468,44.437643,fgb_civico,0100250132,483154,,402,66,4,62,16.4,,,
GEAA85003N,GEIC85000P,statale,SCUOLA INFANZIA VIA OPISSO,SCUOLA INFANZIA,VIA OPISSO 37,16155,D969,Genova,8.819775,44.425734,fgb_cognome,0100250043,484143,,,,,,,,,
GEEE86004E,GEIC860009,statale,S.EL. - E.VERNAZZA -,SCUOLA PRIMARIA,VIA V.ERA 1 B,16147,D969,Genova,8.98241,44.39458,fgb_civico,0100250135,2551679,,200,35,5,30,17.5,,,
GEMM86001A,GEIC860009,statale,S. SEC. I A. DE TONI,SCUOLA PRIMO GRADO,VIA V. ERA 1,16147,D969,Genova,8.98241,44.39458,fgb_civico,0100250354,2551679,,366,26,2,24,7.1,,,
GERI07000P,GERI07000P,statale,I.P.S. I.S. GASLINI/MEUCCI,IST PROF INDUSTRIA E ARTIGIANATO,VIA PASTORINO 15,16162,D969,Genova,8.953095,44.419545,fgb_civico,0100250426,16733,,739,219,17,202,29.6,PROFESSIONALE,1,
GEEE82405C,GEIC824006,statale,S.EL. DI S.GOTTARDO,SCUOLA PRIMARIA,VIA G.DE VINCENZI 30,16138,D969,Genova,8.969396,44.449791,fgb_cognome,0100250030,482959,,209,42,4,38,20.1,,,
GERI07003T,GERI07000P,statale,CASA CIRC. DI MARASSI MEUCCI/GASLINI,IST PROF INDUSTRIA E ARTIGIANATO,PIAZZALE MARASSI 2,16139,D969,Genova,8.950447,44.417446,civico,,,,49,18,0,18,36.7,PROFESSIONALE,1,
GEAA81202T,GEIC81200X,statale,S.MAT. VIA SAN MARINO,SCUOLA INFANZIA,VIA SAN MARINO 223,16127,D969,Genova,8.90846,44.42393,fgb_civico,0100250465,2555176,,,,,,,,,
GEAA83901R,GEIC83900X,statale,SCUOLA INFANZIA R. PEZZANI,SCUOLA INFANZIA,VIA SANT'ALBERTO 18,16154,D969,Genova,8.838257,44.430864,fgb_civico,0100250057,483584,,,,,,,,,
GEAA81201R,GEIC81200X,statale,S.MAT. DI VIA BOLOGNA,SCUOLA INFANZIA,VIA BOLOGNA 86,16127,D969,Genova,8.9081,44.41985,fgb_civico,0100250128,2555174,,,,,,,,,
GEAA81302N,GEIC81300Q,statale,S.MAT. DI ACQUASANTA,SCUOLA INFANZIA,PIAZZA DELLA CHIESA 6,16158,D969,Genova,8.769861,44.45867,civico,,,,,,,,,,,
GEAA860027,GEIC860009,statale,S.MAT. DI VIA F.CAVALLOTTI,SCUOLA INFANZIA,VIA F.CAVALLOTTI 10,16146,D969,Genova,8.98241,44.39458,fgb_civico,0100250135,2551679,,,,,,,,,
GERA012014,GEIS012004,statale,IPSAA B.MARSANO,IST PROF PER L'AGRICOLTURA E L'AMBIENTE,VIA ALLA SCUOLA DI AGRICOLTURA 9,16167,D969,Genova,9.058851,44.384296,fgb_civico,0100250403,16752,,204,3,2,1,1.5,PROFESSIONALE,1,
GEEE812012,GEIC81200X,statale,S.EL. - A.MAMELI -,SCUOLA PRIMARIA,VIA BOLOGNA 86,16127,D969,Genova,8.9081,44.41985,fgb_civico,0100250128,2555174,,232,57,2,55,24.6,,,
GEEE853029,GEIC853006,statale,SC.ELEM.S. PAOLO,SCUOLA PRIMARIA,VIA CABRINI 2,16125,D969,Genova,8.937565,44.416134,fgb_cognome,0100250118,496685,,93,3,0,3,3.2,,,
GEEE850062,GEIC85000P,statale,"PRIMARIA ""PASCOLI""",SCUOLA PRIMARIA,VIA PALLAVICINI 3A,16156,D969,Genova,8.817976,44.425912,fgb_cognome,0100250461,484131,,137,13,3,10,9.5,,,
GEAA85402X,GEIC854002,statale,"INFANZIA ""LA VITA E' BELLA""",SCUOLA INFANZIA,VIA S.BARTOLOMEO DEGLI ARMENI 1,16122,D969,Genova,8.943932,44.41305,civico,,,,,,,,,,,
GEEE853018,GEIC853006,statale,S.EL. - M.MAZZINI -,SCUOLA PRIMARIA,CORSO FIRENZE 1,16136,D969,Genova,8.93301,44.415816,osm_plesso,0100250113,,way/107736911,427,30,4,26,7,,,
GEAA860016,GEIC860009,statale,S.MAT. DI VIA BOTTINI,SCUOLA INFANZIA,VIA BOTTINI 43,16147,D969,Genova,8.984048,44.401436,fgb_civico,0100250110,482613,,,,,,,,,ambiguo
GEAA85002L,GEIC85000P,statale,"SCUOLA DELL'INFANZIA "" NEMO""",SCUOLA INFANZIA,VIA CIALLI 9,16155,D969,Genova,8.821529,44.425526,fgb_civico,0100250042,9778,,,,,,,,,
GEAA81304Q,GEIC81300Q,statale,S.MAT. DI VIA N.DA CORTE,SCUOLA INFANZIA,VIA N.DA CORTE 2,16158,D969,Genova,8.730514,44.424385,fgb_civico,0100250190,11555,,,,,,,,,
GEMM81301R,GEIC81300Q,statale,I.C.VOLTRI I- S.M.S. ANSALDO,SCUOLA PRIMO GRADO,SALITA EGEO 16,16158,D969,Genova,8.743864,44.428788,fgb_civico,0100250305,483513,,241,22,6,16,9.1,,,
GEAA859023,GEIC859005,statale,S.INF. - FABRIZI,SCUOLA INFANZIA,VIA N.FABRIZI 51 A,16148,D969,Genova,9.00841,44.39029,fgb_cognome,0100250051,2551674,,,,,,,,,
GEAA85001G,GEIC85000P,statale,"""LE PRATOLINE""",SCUOLA INFANZIA,VIA GRANARA 10,16155,D969,Genova,8.820447,44.442138,fgb_civico,0100250046,484111,,,,,,,,,
GEAA81303P,GEIC81300Q,statale,S.MAT. DI VIA DELLE FABBRICHE,SCUOLA INFANZIA,VIA DELLE FABBRICHE,16158,D969,Genova,8.7186,44.447502,fgb_cognome,0100250064,2667,,,,,,,,,
GEEE813041,GEIC81300Q,statale,S.EL. - E.DE AMICIS -,SCUOLA PRIMARIA,VICO N.DA CORTE 2,16158,D969,Genova,8.74974,44.430394,civico,0100250063,,,81,17,3,14,21,,,
GEEE85004X,GEIC85000P,statale,PRIMARIA VILLA ROSA,SCUOLA PRIMARIA,VIALE MODUGNO 18,16156,D969,Genova,8.810571,44.426577,fgb_cognome,0100250010,484120,,135,17,4,13,12.6,,,
GEEE85904A,GEIC859005,statale,S.PRIM. - C.PALLI -,SCUOLA PRIMARIA,VIA C.A.VECCHI 11,16148,D969,Genova,8.99622,44.39412,fgb_civico,0100250167,2551665,,267,15,0,15,5.6,,,
GEMM853017,GEIC853006,statale,I.C. CASTELLETTO/S.M.S.,SCUOLA PRIMO GRADO,VIA CABRINI 2,16136,D969,Genova,8.933512,44.416645,fgb_civico,0100250113,496683,,244,20,5,15,8.2,,,
